Region,Year,League,Wins,Losses,Playoffs
Region_156,2009,League_2,54,17,False
Region_156,2009,League_3,28,20,True
Region_156,2009,League_4,19,53,False
Region_157,2000,League_1,24,9,True
Region_157,2000,League_2,69,23,True
Region_157,2000,League_3,62,84,False
Region_157,2000,League_4,35,88,False
Region_157,2001,League_1,1,59,True
Region_157,2001,League_2,21,56,True
Region_157,2001,League_3,95,22,False
Region_157,2001,League_4,15,21,False
Region_157,2002,League_1,17,67,False
Region_157,2002,League_2,68,33,False
Region_157,2002,League_3,53,69,True
Region_157,2002,League_4,99,27,True
Region_157,2003,League_1,29,94,True
Region_157,2003,League_2,44,98,False
Region_157,2003,League_3,18,38,False
Region_157,2003,League_4,86,41,True
Region_157,2004,League_1,33,22,False
Region_157,2004,League_2,12,69,False
Region_157,2004,League_3,42,79,False
Region_157,2004,League_4,61,1,False
Region_157,2005,League_1,92,23,False
Region_157,2005,League_2,99,16,False
Region_157,2005,League_3,21,64,True
Region_157,2005,League_4,51,69,True
Region_157,2006,League_1,51,68,True
Region_157,2006,League_2,35,59,True
Region_157,2006,League_3,72,49,False
Region_157,2006,League_4,18,92,True
Region_157,2007,League_1,37,11,True
Region_157,2007,League_2,69,46,True
Region_157,2007,League_3,78,66,True
Region_157,2007,League_4,56,64,False
Region_157,2008,League_1,19,26,False
Region_157,2008,League_2,8,47,True
Region_157,2008,League_3,31,87,True
Region_157,2008,League_4,3,61,False
Region_157,2009,League_1,49,43,False
Region_157,2009,League_2,81,18,True
Region_157,2009,League_3,4,58,False
Region_157,2009,League_4,19,7,False
Region_158,2000,League_1,86,54,True
Region_158,2000,League_2,74,46,False
Region_158,2000,League_3,36,1,True
Region_158,2000,League_4,21,93,True
Region_158,2001,League_1,57,93,False
Region_158,2001,League_2,67,38,False
Region_158,2001,League_3,92,44,False
Region_158,2001,League_4,43,31,False
Region_158,2002,League_1,33,64,False
Region_158,2002,League_2,76,37,False
Region_158,2002,League_3,41,76,True
Region_158,2002,League_4,8,10,False
Region_158,2003,League_1,94,9,True
Region_158,2003,League_2,6,58,False
Region_158,2003,League_3,67,89,False
Region_158,2003,League_4,18,54,False
Region_158,2004,League_1,93,19,False
Region_158,2004,League_2,30,80,False
Region_158,2004,League_3,34,16,True
Region_158,2004,League_4,56,67,True
Region_158,2005,League_1,84,4,True
Region_158,2005,League_2,60,59,False
Region_158,2005,League_3,30,22,False
Region_158,2005,League_4,82,45,False
Region_158,2006,League_1,94,51,True
Region_158,2006,League_2,52,9,True
Region_158,2006,League_3,31,45,False
Region_158,2006,League_4,65,27,True
Region_158,2007,League_1,58,96,False
Region_158,2007,League_2,9,42,False
Region_158,2007,League_3,1,25,True
Region_158,2007,League_4,65,54,True
Region_158,2008,League_1,59,47,True
Region_158,2008,League_2,87,28,True
Region_158,2008,League_3,16,26,False
Region_158,2008,League_4,95,17,False
Region_158,2009,League_1,15,59,True
Region_158,2009,League_2,15,73,True
Region_158,2009,League_3,45,68,True
Region_158,2009,League_4,38,73,True
Region_159,2000,League_1,30,20,False
Region_159,2000,League_2,87,23,False
Region_159,2000,League_3,0,2,False
Region_159,2000,League_4,10,94,False
Region_159,2001,League_1,84,61,False
Region_159,2001,League_2,3,1,False
Region_159,2001,League_3,70,65,False
Region_159,2001,League_4,25,41,True
Region_159,2002,League_1,49,33,False
Region_159,2002,League_2,11,41,True
Region_159,2002,League_3,94,19,True
Region_159,2002,League_4,80,96,True
Region_159,2003,League_1,96,67,False
Region_159,2003,League_2,74,44,False
Region_159,2003,League_3,91,74,False
Region_159,2003,League_4,95,41,False
Region_159,2004,League_1,64,46,True
Region_159,2004,League_2,46,4,False
Region_159,2004,League_3,91,88,True
Region_159,2004,League_4,52,48,False
Region_159,2005,League_1,70,36,False
Region_159,2005,League_2,1,33,True
Region_159,2005,League_3,23,72,True
Region_159,2005,League_4,3,69,True
Region_159,2006,League_1,18,17,False
Region_159,2006,League_2,25,77,False
Region_159,2006,League_3,74,18,True
Region_159,2006,League_4,39,77,False
Region_159,2007,League_1,49,39,True
Region_159,2007,League_2,42,16,False
Region_159,2007,League_3,74,59,True
Region_159,2007,League_4,66,98,True
Region_159,2008,League_1,11,92,False
Region_159,2008,League_2,66,41,True
Region_159,2008,League_3,26,80,False
Region_159,2008,League_4,53,71,False
Region_159,2009,League_1,65,64,True
Region_159,2009,League_2,48,52,True
Region_159,2009,League_3,15,99,False
Region_159,2009,League_4,1,6,False
Region_160,2000,League_1,59,4,True
Region_160,2000,League_2,53,23,True
Region_160,2000,League_3,29,27,True
Region_160,2000,League_4,83,61,False
Region_160,2001,League_1,37,16,False
Region_160,2001,League_2,27,19,False
Region_160,2001,League_3,24,2,True
Region_160,2001,League_4,95,36,True
Region_160,2002,League_1,9,89,False
Region_160,2002,League_2,59,14,False
Region_160,2002,League_3,41,50,True
Region_160,2002,League_4,39,47,False
Region_160,2003,League_1,96,7,True
Region_160,2003,League_2,76,12,True
Region_160,2003,League_3,41,47,True
Region_160,2003,League_4,46,2,False
Region_160,2004,League_1,36,64,False
Region_160,2004,League_2,79,72,True
Region_160,2004,League_3,21,30,True
Region_160,2004,League_4,56,25,False
Region_160,2005,League_1,83,80,True
Region_160,2005,League_2,26,55,False
Region_160,2005,League_3,40,33,False
Region_160,2005,League_4,79,8,False
Region_160,2006,League_1,33,61,True
Region_160,2006,League_2,31,12,True
Region_160,2006,League_3,89,68,True
Region_160,2006,League_4,88,40,True
Region_160,2007,League_1,65,76,False
Region_160,2007,League_2,11,0,True
Region_160,2007,League_3,39,88,False
Region_160,2007,League_4,72,46,True
Region_160,2008,League_1,75,3,True
Region_160,2008,League_2,89,99,True
Region_160,2008,League_3,72,62,True
Region_160,2008,League_4,9,51,True
Region_160,2009,League_1,95,9,False
Region_160,2009,League_2,97,27,True
Region_160,2009,League_3,47,5,True
Region_160,2009,League_4,19,26,True
Region_161,2000,League_1,38,11,True
Region_161,2000,League_2,59,61,True
Region_161,2000,League_3,65,51,False
Region_161,2000,League_4,64,47,True
Region_161,2001,League_1,50,66,False
Region_161,2001,League_2,35,45,True
Region_161,2001,League_3,23,96,False
Region_161,2001,League_4,26,73,True
Region_161,2002,League_1,1,94,True
Region_161,2002,League_2,30,14,False
Region_161,2002,League_3,56,70,True
Region_161,2002,League_4,77,35,False
Region_161,2003,League_1,65,13,True
Region_161,2003,League_2,28,77,False
Region_161,2003,League_3,14,2,False
Region_161,2003,League_4,11,66,False
Region_161,2004,League_1,27,85,True
Region_161,2004,League_2,83,18,False
Region_161,2004,League_3,23,98,True
Region_161,2004,League_4,20,75,False
Region_161,2005,League_1,9,53,False
Region_161,2005,League_2,77,68,False
Region_161,2005,League_3,17,9,True
Region_161,2005,League_4,87,32,True
Region_161,2006,League_1,13,12,True
Region_161,2006,League_2,33,98,False
Region_161,2006,League_3,57,50,True
Region_161,2006,League_4,75,31,True
Region_161,2007,League_1,21,74,False
Region_161,2007,League_2,69,23,False
Region_161,2007,League_3,35,34,True
Region_161,2007,League_4,44,82,True
Region_161,2008,League_1,35,69,True
Region_161,2008,League_2,21,39,False
Region_161,2008,League_3,77,53,False
Region_161,2008,League_4,79,43,False
Region_161,2009,League_1,60,61,False
Region_161,2009,League_2,99,98,False
Region_161,2009,League_3,55,67,True
Region_161,2009,League_4,88,32,True
Region_162,2000,League_1,95,76,True
Region_162,2000,League_2,32,55,False
Region_162,2000,League_3,44,35,False
Region_162,2000,League_4,35,53,True
Region_162,2001,League_1,19,18,True
Region_162,2001,League_2,17,42,True
Region_162,2001,League_3,37,11,False
Region_162,2001,League_4,66,10,False
Region_162,2002,League_1,22,69,False
Region_162,2002,League_2,95,11,False
Region_162,2002,League_3,15,90,False
Region_162,2002,League_4,58,40,True
Region_162,2003,League_1,68,24,True
Region_162,2003,League_2,67,2,False
Region_162,2003,League_3,20,2,False
Region_162,2003,League_4,77,83,True
Region_162,2004,League_1,94,27,False
Region_162,2004,League_2,77,22,False
Region_162,2004,League_3,69,47,True
Region_162,2004,League_4,11,66,False
Region_162,2005,League_1,15,41,False
Region_162,2005,League_2,80,87,True
Region_162,2005,League_3,86,39,False
Region_162,2005,League_4,13,5,False
Region_162,2006,League_1,60,19,True
Region_162,2006,League_2,70,10,True
Region_162,2006,League_3,45,95,False
Region_162,2006,League_4,31,26,True
Region_162,2007,League_1,14,20,True
Region_162,2007,League_2,43,12,False
Region_162,2007,League_3,16,85,True
Region_162,2007,League_4,40,34,False
Region_162,2008,League_1,53,46,True
Region_162,2008,League_2,43,85,True
Region_162,2008,League_3,97,27,False
Region_162,2008,League_4,4,20,False
Region_162,2009,League_1,26,17,False
Region_162,2009,League_2,86,30,True
Region_162,2009,League_3,77,59,False
Region_162,2009,League_4,78,36,False
Region_163,2000,League_1,42,20,True
Region_163,2000,League_2,96,13,True
Region_163,2000,League_3,30,88,True
Region_163,2000,League_4,98,90,False
Region_163,2001,League_1,16,59,True
Region_163,2001,League_2,91,22,True
Region_163,2001,League_3,82,94,False
Region_163,2001,League_4,53,28,True
Region_163,2002,League_1,61,46,True
Region_163,2002,League_2,86,29,False
Region_163,2002,League_3,31,89,True
Region_163,2002,League_4,39,83,False
Region_163,2003,League_1,12,37,False
Region_163,2003,League_2,83,82,False
Region_163,2003,League_3,34,26,False
Region_163,2003,League_4,4,88,False
Region_163,2004,League_1,72,86,True
Region_163,2004,League_2,28,92,False
Region_163,2004,League_3,69,14,False
Region_163,2004,League_4,24,58,False
Region_163,2005,League_1,94,2,False
Region_163,2005,League_2,21,9,True
Region_163,2005,League_3,65,78,True
Region_163,2005,League_4,44,79,True
Region_163,2006,League_1,68,16,False
Region_163,2006,League_2,90,82,True
Region_163,2006,League_3,88,10,True
Region_163,2006,League_4,71,47,False
Region_163,2007,League_1,0,4,False
Region_163,2007,League_2,83,68,True
Region_163,2007,League_3,43,63,True
Region_163,2007,League_4,86,13,True
Region_163,2008,League_1,95,49,True
Region_163,2008,League_2,74,25,False
Region_163,2008,League_3,38,71,False
Region_163,2008,League_4,53,68,False
Region_163,2009,League_1,87,6,False
Region_163,2009,League_2,74,15,False
Region_163,2009,League_3,28,54,True
Region_163,2009,League_4,53,77,False
Region_164,2000,League_1,89,55,False
Region_164,2000,League_2,15,3,True
Region_164,2000,League_3,98,99,False
Region_164,2000,League_4,19,47,True
Region_164,2001,League_1,45,16,False
Region_164,2001,League_2,66,35,False
Region_164,2001,League_3,64,69,False
Region_164,2001,League_4,57,79,True
Region_164,2002,League_1,52,92,False
Region_164,2002,League_2,0,99,True
Region_164,2002,League_3,80,37,False
Region_164,2002,League_4,65,61,False
Region_164,2003,League_1,28,47,True
Region_164,2003,League_2,83,9,True
Region_164,2003,League_3,69,35,False
Region_164,2003,League_4,7,28,True
Region_164,2004,League_1,28,77,False
Region_164,2004,League_2,50,3,False
Region_164,2004,League_3,32,43,True
Region_164,2004,League_4,2,55,True
Region_164,2005,League_1,59,41,True
Region_164,2005,League_2,34,99,False
Region_164,2005,League_3,68,12,True
Region_164,2005,League_4,90,45,False
Region_164,2006,League_1,75,81,True
Region_164,2006,League_2,83,32,True
Region_164,2006,League_3,19,20,True
Region_164,2006,League_4,72,79,True
Region_164,2007,League_1,38,78,True
Region_164,2007,League_2,3,56,False
Region_164,2007,League_3,18,68,True
Region_164,2007,League_4,90,69,True
Region_164,2008,League_1,44,66,False
Region_164,2008,League_2,42,47,False
Region_164,2008,League_3,12,75,False
Region_164,2008,League_4,12,99,False
Region_164,2009,League_1,59,32,True
Region_164,2009,League_2,56,35,True
Region_164,2009,League_3,85,32,False
Region_164,2009,League_4,91,30,True
Region_165,2000,League_1,51,20,False
Region_165,2000,League_2,52,26,False
Region_165,2000,League_3,85,90,True
Region_165,2000,League_4,42,71,True
Region_165,2001,League_1,82,61,False
Region_165,2001,League_2,71,95,True
Region_165,2001,League_3,71,25,False
Region_165,2001,League_4,41,65,False
Region_165,2002,League_1,89,11,False
Region_165,2002,League_2,25,21,False
Region_165,2002,League_3,22,16,True
Region_165,2002,League_4,42,6,False
Region_165,2003,League_1,76,67,False
Region_165,2003,League_2,27,36,False
Region_165,2003,League_3,8,37,True
Region_165,2003,League_4,19,95,False
Region_165,2004,League_1,55,10,False
Region_165,2004,League_2,82,0,True
Region_165,2004,League_3,38,24,False
Region_165,2004,League_4,50,41,False
Region_165,2005,League_1,11,51,False
Region_165,2005,League_2,78,23,False
Region_165,2005,League_3,94,52,True
Region_165,2005,League_4,54,55,True
Region_165,2006,League_1,77,62,True
Region_165,2006,League_2,10,80,False
Region_165,2006,League_3,25,7,True
Region_165,2006,League_4,41,58,True
Region_165,2007,League_1,26,44,False
Region_165,2007,League_2,10,26,True
Region_165,2007,League_3,37,51,True
Region_165,2007,League_4,97,17,True
Region_165,2008,League_1,42,90,False
Region_165,2008,League_2,18,85,False
Region_165,2008,League_3,63,15,True
Region_165,2008,League_4,5,65,True
Region_165,2009,League_1,45,4,False
Region_165,2009,League_2,41,81,False
Region_165,2009,League_3,91,2,False
Region_165,2009,League_4,64,90,False
Region_166,2000,League_1,98,80,True
Region_166,2000,League_2,71,79,False
Region_166,2000,League_3,58,69,True
Region_166,2000,League_4,51,6,False
Region_166,2001,League_1,46,49,False
Region_166,2001,League_2,6,13,False
Region_166,2001,League_3,10,37,False
Region_166,2001,League_4,60,78,True
Region_166,2002,League_1,67,46,True
Region_166,2002,League_2,24,32,True
Region_166,2002,League_3,11,42,False
Region_166,2002,League_4,25,90,True
Region_166,2003,League_1,11,28,False
Region_166,2003,League_2,42,56,False
Region_166,2003,League_3,50,4,True
Region_166,2003,League_4,36,92,False
Region_166,2004,League_1,45,95,False
Region_166,2004,League_2,52,59,True
Region_166,2004,League_3,87,69,False
Region_166,2004,League_4,79,1,False
Region_166,2005,League_1,12,69,True
Region_166,2005,League_2,88,42,True
Region_166,2005,League_3,53,3,False
Region_166,2005,League_4,56,55,True
Region_166,2006,League_1,3,92,False
Region_166,2006,League_2,74,58,True
Region_166,2006,League_3,95,88,False
Region_166,2006,League_4,48,8,True
Region_166,2007,League_1,6,2,True
Region_166,2007,League_2,10,89,False
Region_166,2007,League_3,91,47,True
Region_166,2007,League_4,53,42,True
Region_166,2008,League_1,86,90,False
Region_166,2008,League_2,44,99,True
Region_166,2008,League_3,22,95,True
Region_166,2008,League_4,27,0,True
Region_166,2009,League_1,56,56,False
Region_166,2009,League_2,25,52,True
Region_166,2009,League_3,24,15,False
Region_166,2009,League_4,53,50,False
Region_167,2000,League_1,28,74,True
Region_167,2000,League_2,82,89,False
Region_167,2000,League_3,96,54,False
Region_167,2000,League_4,35,0,False
Region_167,2001,League_1,13,89,False
Region_167,2001,League_2,77,27,True
Region_167,2001,League_3,34,52,True
Region_167,2001,League_4,29,57,True
Region_167,2002,League_1,91,72,False
Region_167,2002,League_2,16,59,False
Region_167,2002,League_3,66,58,True
Region_167,2002,League_4,79,21,False
Region_167,2003,League_1,29,7,True
Region_167,2003,League_2,92,48,False
Region_167,2003,League_3,44,41,True
Region_167,2003,League_4,78,26,True
Region_167,2004,League_1,88,38,True
Region_167,2004,League_2,50,82,False
Region_167,2004,League_3,46,24,True
Region_167,2004,League_4,52,37,False
Region_167,2005,League_1,63,84,False
Region_167,2005,League_2,37,23,True
Region_167,2005,League_3,63,23,True
Region_167,2005,League_4,86,59,False
Region_167,2006,League_1,88,82,False
Region_167,2006,League_2,6,49,True
Region_167,2006,League_3,21,65,True
Region_167,2006,League_4,80,13,False
Region_167,2007,League_1,81,52,True
Region_167,2007,League_2,40,31,True
Region_167,2007,League_3,73,95,True
Region_167,2007,League_4,9,91,True
Region_167,2008,League_1,56,47,False
Region_167,2008,League_2,6,38,False
Region_167,2008,League_3,49,39,True
Region_167,2008,League_4,90,41,True
Region_167,2009,League_1,51,76,False
Region_167,2009,League_2,32,75,False
Region_167,2009,League_3,0,7,False
Region_167,2009,League_4,52,78,False
Region_168,2000,League_1,59,25,False
Region_168,2000,League_2,33,11,True
Region_168,2000,League_3,3,42,True
Region_168,2000,League_4,16,50,False
Region_168,2001,League_1,3,90,False
Region_168,2001,League_2,42,81,True
Region_168,2001,League_3,89,99,False
Region_168,2001,League_4,3,62,False
Region_168,2002,League_1,0,48,True
Region_168,2002,League_2,70,26,True
Region_168,2002,League_3,93,8,True
Region_168,2002,League_4,49,38,True
Region_168,2003,League_1,72,64,False
Region_168,2003,League_2,60,70,True
Region_168,2003,League_3,34,89,False
Region_168,2003,League_4,7,70,False
Region_168,2004,League_1,23,6,False
Region_168,2004,League_2,82,71,False
Region_168,2004,League_3,35,79,True
Region_168,2004,League_4,49,66,False
Region_168,2005,League_1,42,9,False
Region_168,2005,League_2,26,70,False
Region_168,2005,League_3,31,84,True
Region_168,2005,League_4,77,52,True
Region_168,2006,League_1,17,94,True
Region_168,2006,League_2,27,86,True
Region_168,2006,League_3,28,56,True
Region_168,2006,League_4,15,90,False
Region_168,2007,League_1,98,85,True
Region_168,2007,League_2,46,26,False
Region_168,2007,League_3,58,53,True
Region_168,2007,League_4,30,3,False
Region_168,2008,League_1,3,87,True
Region_168,2008,League_2,36,22,False
Region_168,2008,League_3,16,47,True
Region_168,2008,League_4,38,82,False
Region_168,2009,League_1,47,41,False
Region_168,2009,League_2,45,2,False
Region_168,2009,League_3,89,90,False
Region_168,2009,League_4,47,2,False
Region_169,2000,League_1,38,27,False
Region_169,2000,League_2,3,62,True
Region_169,2000,League_3,29,80,True
Region_169,2000,League_4,29,30,False
Region_169,2001,League_1,21,9,False
Region_169,2001,League_2,74,48,False
Region_169,2001,League_3,65,85,False
Region_169,2001,League_4,11,93,False
Region_169,2002,League_1,93,20,False
Region_169,2002,League_2,35,99,False
Region_169,2002,League_3,17,52,True
Region_169,2002,League_4,89,86,False
Region_169,2003,League_1,52,75,False
Region_169,2003,League_2,70,88,True
Region_169,2003,League_3,0,53,True
Region_169,2003,League_4,57,56,False
Region_169,2004,League_1,89,19,True
Region_169,2004,League_2,86,48,True
Region_169,2004,League_3,89,6,True
Region_169,2004,League_4,5,28,False
Region_169,2005,League_1,69,47,False
Region_169,2005,League_2,43,92,True
Region_169,2005,League_3,71,12,False
Region_169,2005,League_4,23,2,False
Region_169,2006,League_1,85,1,False
Region_169,2006,League_2,18,15,True
Region_169,2006,League_3,17,93,True
Region_169,2006,League_4,94,5,True
Region_169,2007,League_1,29,44,True
Region_169,2007,League_2,41,70,False
Region_169,2007,League_3,32,4,False
Region_169,2007,League_4,73,55,False
Region_169,2008,League_1,11,70,True
Region_169,2008,League_2,93,97,True
Region_169,2008,League_3,26,31,False
Region_169,2008,League_4,38,48,True
Region_169,2009,League_1,8,12,True
Region_169,2009,League_2,20,29,False
Region_169,2009,League_3,75,24,True
Region_169,2009,League_4,28,84,True
Region_170,2000,League_1,32,59,False
Region_170,2000,League_2,61,58,True
Region_170,2000,League_3,14,84,False
Region_170,2000,League_4,1,27,False
Region_170,2001,League_1,51,57,True
Region_170,2001,League_2,43,19,False
Region_170,2001,League_3,53,33,True
Region_170,2001,League_4,17,4,True
Region_170,2002,League_1,2,81,True
Region_170,2002,League_2,6,59,True
Region_170,2002,League_3,42,42,True
Region_170,2002,League_4,81,56,True
Region_170,2003,League_1,37,56,True
Region_170,2003,League_2,36,74,True
Region_170,2003,League_3,57,53,True
Region_170,2003,League_4,32,80,False
Region_170,2004,League_1,58,44,False
Region_170,2004,League_2,94,85,True
Region_170,2004,League_3,10,36,True
Region_170,2004,League_4,67,83,True
Region_170,2005,League_1,81,47,False
Region_170,2005,League_2,67,53,False
Region_170,2005,League_3,97,47,True
Region_170,2005,League_4,92,5,True
Region_170,2006,League_1,87,33,True
Region_170,2006,League_2,21,62,False
Region_170,2006,League_3,65,77,True
Region_170,2006,League_4,43,47,False
Region_170,2007,League_1,5,22,False
Region_170,2007,League_2,41,83,True
Region_170,2007,League_3,24,12,False
Region_170,2007,League_4,56,46,True
Region_170,2008,League_1,84,43,False
Region_170,2008,League_2,54,31,False
Region_170,2008,League_3,15,25,True
Region_170,2008,League_4,94,52,True
Region_170,2009,League_1,13,13,False
Region_170,2009,League_2,38,51,False
Region_170,2009,League_3,27,35,False
Region_170,2009,League_4,95,7,True
Region_171,2000,League_1,91,39,True
Region_171,2000,League_2,50,85,True
Region_171,2000,League_3,48,21,True
Region_171,2000,League_4,8,15,False
Region_171,2001,League_1,57,90,False
Region_171,2001,League_2,44,59,False
Region_171,2001,League_3,21,59,False
Region_171,2001,League_4,31,9,False
Region_171,2002,League_1,68,24,True
Region_171,2002,League_2,86,30,True
Region_171,2002,League_3,68,20,False
Region_171,2002,League_4,41,90,False
Region_171,2003,League_1,52,80,False
Region_171,2003,League_2,95,32,False
Region_171,2003,League_3,58,30,False
Region_171,2003,League_4,73,89,False
Region_171,2004,League_1,38,20,False
Region_171,2004,League_2,14,35,False
Region_171,2004,League_3,70,64,True
Region_171,2004,League_4,28,3,False
Region_171,2005,League_1,2,67,False
Region_171,2005,League_2,82,89,True
Region_171,2005,League_3,9,3,True
Region_171,2005,League_4,91,8,False
Region_171,2006,League_1,28,29,True
Region_171,2006,League_2,78,44,True
Region_171,2006,League_3,34,3,False
Region_171,2006,League_4,5,68,True
Region_171,2007,League_1,11,22,False
Region_171,2007,League_2,37,15,False
Region_171,2007,League_3,76,21,False
Region_171,2007,League_4,92,71,True
Region_171,2008,League_1,18,47,True
Region_171,2008,League_2,66,61,False
Region_171,2008,League_3,7,96,False
Region_171,2008,League_4,7,59,True
Region_171,2009,League_1,83,79,False
Region_171,2009,League_2,46,4,True
Region_171,2009,League_3,3,79,True
Region_171,2009,League_4,50,6,True
Region_172,2000,League_1,84,50,True
Region_172,2000,League_2,66,64,True
Region_172,2000,League_3,44,8,True
Region_172,2000,League_4,7,81,False
Region_172,2001,League_1,86,44,False
Region_172,2001,League_2,15,46,True
Region_172,2001,League_3,76,66,True
Region_172,2001,League_4,66,23,False
Region_172,2002,League_1,8,91,False
Region_172,2002,League_2,59,9,False
Region_172,2002,League_3,77,72,False
Region_172,2002,League_4,76,76,False
Region_172,2003,League_1,70,47,False
Region_172,2003,League_2,14,34,False
Region_172,2003,League_3,70,53,False
Region_172,2003,League_4,97,86,True
Region_172,2004,League_1,40,80,False
Region_172,2004,League_2,21,70,True
Region_172,2004,League_3,23,15,False
Region_172,2004,League_4,43,52,False
Region_172,2005,League_1,0,39,False
Region_172,2005,League_2,9,99,False
Region_172,2005,League_3,79,19,False
Region_172,2005,League_4,71,87,True
Region_172,2006,League_1,55,68,False
Region_172,2006,League_2,88,44,True
Region_172,2006,League_3,49,5,True
Region_172,2006,League_4,11,91,False
Region_172,2007,League_1,88,68,True
Region_172,2007,League_2,80,48,False
Region_172,2007,League_3,59,38,False
Region_172,2007,League_4,25,1,False
Region_172,2008,League_1,77,38,True
Region_172,2008,League_2,40,20,False
Region_172,2008,League_3,35,39,True
Region_172,2008,League_4,22,81,False
Region_172,2009,League_1,42,53,False
Region_172,2009,League_2,5,11,True
Region_172,2009,League_3,68,80,True
Region_172,2009,League_4,42,36,True
Region_173,2000,League_1,24,37,True
Region_173,2000,League_2,17,14,True
Region_173,2000,League_3,61,6,True
Region_173,2000,League_4,12,77,False
Region_173,2001,League_1,42,49,True
Region_173,2001,League_2,77,64,False
Region_173,2001,League_3,27,66,False
Region_173,2001,League_4,17,43,False
Region_173,2002,League_1,58,30,False
Region_173,2002,League_2,59,42,False
Region_173,2002,League_3,62,76,True
Region_173,2002,League_4,56,47,False
Region_173,2003,League_1,91,81,False
Region_173,2003,League_2,50,80,False
Region_173,2003,League_3,55,80,True
Region_173,2003,League_4,26,60,True
Region_173,2004,League_1,31,74,True
Region_173,2004,League_2,8,83,True
Region_173,2004,League_3,95,9,False
Region_173,2004,League_4,83,28,True
Region_173,2005,League_1,91,47,False
Region_173,2005,League_2,96,97,True
Region_173,2005,League_3,67,80,True
Region_173,2005,League_4,45,61,True
Region_173,2006,League_1,97,12,True
Region_173,2006,League_2,66,43,False
Region_173,2006,League_3,25,46,True
Region_173,2006,League_4,7,63,False
Region_173,2007,League_1,5,90,False
Region_173,2007,League_2,79,52,False
Region_173,2007,League_3,23,89,False
Region_173,2007,League_4,47,91,False
Region_173,2008,League_1,93,76,False
Region_173,2008,League_2,44,75,False
Region_173,2008,League_3,12,43,True
Region_173,2008,League_4,68,27,False
Region_173,2009,League_1,24,1,True
Region_173,2009,League_2,19,56,True
Region_173,2009,League_3,81,56,False
Region_173,2009,League_4,81,33,False
Region_174,2000,League_1,65,86,True
Region_174,2000,League_2,73,57,True
Region_174,2000,League_3,44,51,False
Region_174,2000,League_4,46,28,False
Region_174,2001,League_1,62,34,True
Region_174,2001,League_2,75,74,True
Region_174,2001,League_3,76,47,False
Region_174,2001,League_4,54,32,True
Region_174,2002,League_1,74,74,True
Region_174,2002,League_2,18,72,False
Region_174,2002,League_3,34,77,True
Region_174,2002,League_4,52,8,False
Region_174,2003,League_1,25,47,False
Region_174,2003,League_2,13,66,False
Region_174,2003,League_3,44,92,True
Region_174,2003,League_4,43,82,False
Region_174,2004,League_1,87,35,True
Region_174,2004,League_2,64,95,False
Region_174,2004,League_3,50,70,False
Region_174,2004,League_4,42,91,True
Region_174,2005,League_1,85,43,True
Region_174,2005,League_2,22,81,True
Region_174,2005,League_3,55,59,False
Region_174,2005,League_4,18,62,True
Region_174,2006,League_1,81,4,False
Region_174,2006,League_2,75,86,True
Region_174,2006,League_3,54,85,False
Region_174,2006,League_4,91,89,False
Region_174,2007,League_1,91,75,False
Region_174,2007,League_2,59,39,False
Region_174,2007,League_3,58,18,True
Region_174,2007,League_4,32,46,True
Region_174,2008,League_1,18,64,False
Region_174,2008,League_2,27,66,False
Region_174,2008,League_3,51,90,True
Region_174,2008,League_4,48,17,True
Region_174,2009,League_1,36,49,True
Region_174,2009,League_2,25,29,True
Region_174,2009,League_3,98,65,True
Region_174,2009,League_4,97,4,True
Region_175,2000,League_1,98,92,False
Region_175,2000,League_2,39,96,True
Region_175,2000,League_3,79,41,True
Region_175,2000,League_4,37,83,False
Region_175,2001,League_1,76,93,True
Region_175,2001,League_2,86,4,True
Region_175,2001,League_3,53,49,True
Region_175,2001,League_4,21,84,False
Region_175,2002,League_1,15,57,True
Region_175,2002,League_2,27,78,False
Region_175,2002,League_3,34,83,True
Region_175,2002,League_4,59,7,False
Region_175,2003,League_1,44,30,True
Region_175,2003,League_2,45,11,True
Region_175,2003,League_3,71,20,True
Region_175,2003,League_4,54,93,False
Region_175,2004,League_1,85,61,True
Region_175,2004,League_2,84,90,True
Region_175,2004,League_3,25,89,False
Region_175,2004,League_4,84,32,False
Region_175,2005,League_1,24,25,False
Region_175,2005,League_2,64,89,True
Region_175,2005,League_3,5,99,False
Region_175,2005,League_4,22,39,True
Region_175,2006,League_1,63,64,False
Region_175,2006,League_2,86,58,False
Region_175,2006,League_3,42,14,True
Region_175,2006,League_4,22,0,True
Region_175,2007,League_1,95,10,True
Region_175,2007,League_2,29,54,True
Region_175,2007,League_3,76,1,False
Region_175,2007,League_4,17,64,False
Region_175,2008,League_1,86,94,False
Region_175,2008,League_2,78,43,True
Region_175,2008,League_3,96,15,True
Region_175,2008,League_4,20,21,False
Region_175,2009,League_1,56,17,False
Region_175,2009,League_2,22,46,True
Region_175,2009,League_3,90,80,False
Region_175,2009,League_4,44,29,False
Region_176,2000,League_1,43,9,False
Region_176,2000,League_2,81,98,True
Region_176,2000,League_3,87,57,False
Region_176,2000,League_4,46,61,True
Region_176,2001,League_1,39,84,False
Region_176,2001,League_2,50,79,True
Region_176,2001,League_3,41,5,False
Region_176,2001,League_4,6,66,False
Region_176,2002,League_1,49,40,False
Region_176,2002,League_2,47,42,True
Region_176,2002,League_3,83,84,False
Region_176,2002,League_4,90,76,False
Region_176,2003,League_1,5,17,True
